file,youtube_title,playlist,description
ch15-p8.mp4,"[MEF W1.5 P8] The p-Value, Defined Correctly",Week 1 — Probability & Inference,"The p-Value, Defined Correctly — ASSIP Empirical Finance Camp. Part 8 of 10
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch15-p9.mp4,[MEF W1.5 P9] Confidence Intervals and Effect Size,Week 1 — Probability & Inference,"Confidence Intervals and Effect Size — ASSIP Empirical Finance Camp. Part 9 of 10
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch15-p10.mp4,"[MEF W1.5 P10] Three Mistakes, p-Hacking, and Where This Goes",Week 1 — Probability & Inference,"Three Mistakes, p-Hacking, and Where This Goes — ASSIP Empirical Finance Camp. Part 10 of 10
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
lab1-p1.mp4,[MEF W1.L P1] Lab 1: Building a Coin-Flip Universe,Week 1 — Probability & Inference,"Lab 1: Building a Coin-Flip Universe — ASSIP Empirical Finance Camp. Part 1 of 7
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
lab1-p2.mp4,[MEF W1.L P2] Setup and Your First Coin Universe,Week 1 — Probability & Inference,"Setup and Your First Coin Universe — ASSIP Empirical Finance Camp. Part 2 of 7
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
lab1-p3.mp4,[MEF W1.L P3] The Sampling Distribution and the CLT,Week 1 — Probability & Inference,"The Sampling Distribution and the CLT — ASSIP Empirical Finance Camp. Part 3 of 7
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
lab1-p4.mp4,[MEF W1.L P4] Writing a One-Proportion Test From Scratch,Week 1 — Probability & Inference,"Writing a One-Proportion Test From Scratch — ASSIP Empirical Finance Camp. Part 4 of 7
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
lab1-p5.mp4,[MEF W1.L P5] Measuring the Size of Your Test,Week 1 — Probability & Inference,"Measuring the Size of Your Test — ASSIP Empirical Finance Camp. Part 5 of 7
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
lab1-p6.mp4,[MEF W1.L P6] Measuring Power and Tracing a Power Curve,Week 1 — Probability & Inference,"Measuring Power and Tracing a Power Curve — ASSIP Empirical Finance Camp. Part 6 of 7
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
lab1-p7.mp4,[MEF W1.L P7] P-Hacking and Where This Connects,Week 1 — Probability & Inference,"P-Hacking and Where This Connects — ASSIP Empirical Finance Camp. Part 7 of 7
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
mentor1-p1.mp4,[MEF W1.M P1] A Number Is Not a Finding,Week 1 — Probability & Inference,"A Number Is Not a Finding — ASSIP Empirical Finance Camp. Part 1 of 5
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
mentor1-p2.mp4,[MEF W1.M P2] Gate One — Too Big to Be Noise?,Week 1 — Probability & Inference,"Gate One — Too Big to Be Noise? — ASSIP Empirical Finance Camp. Part 2 of 5
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
mentor1-p3.mp4,[MEF W1.M P3] Gate Two — Big Enough to Matter?,Week 1 — Probability & Inference,"Gate Two — Big Enough to Matter? — ASSIP Empirical Finance Camp. Part 3 of 5
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
mentor1-p4.mp4,[MEF W1.M P4] Gate Three — Surviving the Search,Week 1 — Probability & Inference,"Gate Three — Surviving the Search — ASSIP Empirical Finance Camp. Part 4 of 5
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
mentor1-p5.mp4,[MEF W1.M P5] Measured Is Not Explained,Week 1 — Probability & Inference,"Measured Is Not Explained — ASSIP Empirical Finance Camp. Part 5 of 5
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch21-p1.mp4,[MEF W2.1 P1] Stacking Regression into Matrix Form,Week 2 — OLS & Inference,"Stacking Regression into Matrix Form — ASSIP Empirical Finance Camp. Part 1 of 8
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch21-p2.mp4,[MEF W2.1 P2] The Least-Squares Objective,Week 2 — OLS & Inference,"The Least-Squares Objective — ASSIP Empirical Finance Camp. Part 2 of 8
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch21-p3.mp4,"[MEF W2.1 P3] The Normal Equations, by Calculus",Week 2 — OLS & Inference,"The Normal Equations, by Calculus — ASSIP Empirical Finance Camp. Part 3 of 8
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch21-p4.mp4,"[MEF W2.1 P4] The Same Equations, by Orthogonality",Week 2 — OLS & Inference,"The Same Equations, by Orthogonality — ASSIP Empirical Finance Camp. Part 4 of 8
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch21-p5.mp4,[MEF W2.1 P5] OLS as Projection: the Hat Matrix,Week 2 — OLS & Inference,"OLS as Projection: the Hat Matrix — ASSIP Empirical Finance Camp. Part 5 of 8
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch21-p6.mp4,[MEF W2.1 P6] Projection Algebra and Invertibility,Week 2 — OLS & Inference,"Projection Algebra and Invertibility — ASSIP Empirical Finance Camp. Part 6 of 8
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch21-p7.mp4,"[MEF W2.1 P7] Sam's Beta, Computed by Hand",Week 2 — OLS & Inference,"Sam's Beta, Computed by Hand — ASSIP Empirical Finance Camp. Part 7 of 8
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch21-p8.mp4,[MEF W2.1 P8] Verifying the Fit and What Comes Next,Week 2 — OLS & Inference,"Verifying the Fit and What Comes Next — ASSIP Empirical Finance Camp. Part 8 of 8
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch22-p1.mp4,[MEF W2.2 P1] Gauss–Markov: Why Trust OLS?,Week 2 — OLS & Inference,"Gauss–Markov: Why Trust OLS? — ASSIP Empirical Finance Camp. Part 1 of 9
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch22-p2.mp4,"[MEF W2.2 P2] The Contract, Part One: Linearity and Full Rank",Week 2 — OLS & Inference,"The Contract, Part One: Linearity and Full Rank — ASSIP Empirical Finance Camp. Part 2 of 9
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch22-p3.mp4,"[MEF W2.2 P3] The Contract, Part Two: Zero Mean, Same Scatter, Normality",Week 2 — OLS & Inference,"The Contract, Part Two: Zero Mean, Same Scatter, Normality — ASSIP Empirical Finance Camp. Part 3 of 9
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch22-p4.mp4,[MEF W2.2 P4] Unbiasedness: The Recipe Aims at the Truth,Week 2 — OLS & Inference,"Unbiasedness: The Recipe Aims at the Truth — ASSIP Empirical Finance Camp. Part 4 of 9
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch22-p5.mp4,[MEF W2.2 P5] The Variance of OLS,Week 2 — OLS & Inference,"The Variance of OLS — ASSIP Empirical Finance Camp. Part 5 of 9
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch22-p6.mp4,[MEF W2.2 P6] The Gauss–Markov Theorem: OLS Is BLUE,Week 2 — OLS & Inference,"The Gauss–Markov Theorem: OLS Is BLUE — ASSIP Empirical Finance Camp. Part 6 of 9
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch22-p7.mp4,"[MEF W2.2 P7] Why OLS Wins, and Seeing It in Code",Week 2 — OLS & Inference,"Why OLS Wins, and Seeing It in Code — ASSIP Empirical Finance Camp. Part 7 of 9
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch22-p8.mp4,[MEF W2.2 P8] Efficiency: The Word for Smallest Variance,Week 2 — OLS & Inference,"Efficiency: The Word for Smallest Variance — ASSIP Empirical Finance Camp. Part 8 of 9
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch22-p9.mp4,[MEF W2.2 P9] Unbiased Versus Consistent: The Lesson That Reorders Everything,Week 2 — OLS & Inference,"Unbiased Versus Consistent: The Lesson That Reorders Everything — ASSIP Empirical Finance Camp. Part 9 of 9
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch23-p1.mp4,"[MEF W2.3 P1] FWL: What \""Controlling For\"" Really Means",Week 2 — OLS & Inference,"FWL: What \""Controlling For\"" Really Means — ASSIP Empirical Finance Camp. Part 1 of 8
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch23-p2.mp4,[MEF W2.3 P2] Partialling-Out and Leah's Six Firms,Week 2 — OLS & Inference,"Partialling-Out and Leah's Six Firms — ASSIP Empirical Finance Camp. Part 2 of 8
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch23-p3.mp4,[MEF W2.3 P3] FWL by Hand: Reproducing the Coefficient,Week 2 — OLS & Inference,"FWL by Hand: Reproducing the Coefficient — ASSIP Empirical Finance Camp. Part 3 of 8
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch23-p4.mp4,[MEF W2.3 P4] The Matrix Proof in Four Lines,Week 2 — OLS & Inference,"The Matrix Proof in Four Lines — ASSIP Empirical Finance Camp. Part 4 of 8
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch23-p5.mp4,"[MEF W2.3 P5] The Geometry, and What \""Holding Constant\"" Means",Week 2 — OLS & Inference,"The Geometry, and What \""Holding Constant\"" Means — ASSIP Empirical Finance Camp. Part 5 of 8
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch23-p6.mp4,[MEF W2.3 P6] Demeaning Is the Within Transformation,Week 2 — OLS & Inference,"Demeaning Is the Within Transformation — ASSIP Empirical Finance Camp. Part 6 of 8
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch23-p7.mp4,"[MEF W2.3 P7] Fixed Effects Four Weeks Early, and Fast",Week 2 — OLS & Inference,"Fixed Effects Four Weeks Early, and Fast — ASSIP Empirical Finance Camp. Part 7 of 8
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch23-p8.mp4,"[MEF W2.3 P8] Pitfalls, the Code, and the Handoff",Week 2 — OLS & Inference,"Pitfalls, the Code, and the Handoff — ASSIP Empirical Finance Camp. Part 8 of 8
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch24-p1.mp4,[MEF W2.4 P1] When the Errors Misbehave: The Problem,Week 2 — OLS & Inference,"When the Errors Misbehave: The Problem — ASSIP Empirical Finance Camp. Part 1 of 8
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch24-p2.mp4,[MEF W2.4 P2] The Classical Variance and Its One Assumption,Week 2 — OLS & Inference,"The Classical Variance and Its One Assumption — ASSIP Empirical Finance Camp. Part 2 of 8
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch24-p3.mp4,[MEF W2.4 P3] The Sandwich That Never Went Away,Week 2 — OLS & Inference,"The Sandwich That Never Went Away — ASSIP Empirical Finance Camp. Part 3 of 8
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch24-p4.mp4,[MEF W2.4 P4] White / HC Robust Standard Errors,Week 2 — OLS & Inference,"White / HC Robust Standard Errors — ASSIP Empirical Finance Camp. Part 4 of 8
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch24-p5.mp4,"[MEF W2.4 P5] A Number, and the Symptoms to Watch",Week 2 — OLS & Inference,"A Number, and the Symptoms to Watch — ASSIP Empirical Finance Camp. Part 5 of 8
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch24-p6.mp4,[MEF W2.4 P6] Clustering: When Errors Hold Hands,Week 2 — OLS & Inference,"Clustering: When Errors Hold Hands — ASSIP Empirical Finance Camp. Part 6 of 8
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch24-p7.mp4,[MEF W2.4 P7] HAC / Newey–West: Correlation Across Time,Week 2 — OLS & Inference,"HAC / Newey–West: Correlation Across Time — ASSIP Empirical Finance Camp. Part 7 of 8
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch24-p8.mp4,"[MEF W2.4 P8] Panels, Petersen, and the Checklist",Week 2 — OLS & Inference,"Panels, Petersen, and the Checklist — ASSIP Empirical Finance Camp. Part 8 of 8
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch25-p1.mp4,[MEF W2.5 P1] Bias vs. Wobble: Why a Sharp Estimate Can Be Wrong,Week 2 — OLS & Inference,"Bias vs. Wobble: Why a Sharp Estimate Can Be Wrong — ASSIP Empirical Finance Camp. Part 1 of 9
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch25-p2.mp4,[MEF W2.5 P2] Omitted Variable Bias: The Intuition,Week 2 — OLS & Inference,"Omitted Variable Bias: The Intuition — ASSIP Empirical Finance Camp. Part 2 of 9
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch25-p3.mp4,[MEF W2.5 P3] Deriving the OVB Formula: A Product of Two Slopes,Week 2 — OLS & Inference,"Deriving the OVB Formula: A Product of Two Slopes — ASSIP Empirical Finance Camp. Part 3 of 9
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch25-p4.mp4,"[MEF W2.5 P4] The Two-Sign Rule, and Why Controls Are a Bet",Week 2 — OLS & Inference,"The Two-Sign Rule, and Why Controls Are a Bet — ASSIP Empirical Finance Camp. Part 4 of 9
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch25-p5.mp4,[MEF W2.5 P5] Measurement Error and Attenuation Toward Zero,Week 2 — OLS & Inference,"Measurement Error and Attenuation Toward Zero — ASSIP Empirical Finance Camp. Part 5 of 9
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch25-p6.mp4,"[MEF W2.5 P6] Measurement Error: Three Subtleties, and the Simulation",Week 2 — OLS & Inference,"Measurement Error: Three Subtleties, and the Simulation — ASSIP Empirical Finance Camp. Part 6 of 9
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch25-p7.mp4,[MEF W2.5 P7] Functional Form: When the Straight Line Is the Wrong Shape,Week 2 — OLS & Inference,"Functional Form: When the Straight Line Is the Wrong Shape — ASSIP Empirical Finance Camp. Part 7 of 9
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch25-p8.mp4,[MEF W2.5 P8] The RESET Test: Is My Line the Wrong Shape?,Week 2 — OLS & Inference,"The RESET Test: Is My Line the Wrong Shape? — ASSIP Empirical Finance Camp. Part 8 of 9
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
ch25-p9.mp4,[MEF W2.5 P9] The Bias Ledger and the Bridge to Causal Inference,Week 2 — OLS & Inference,"The Bias Ledger and the Bridge to Causal Inference — ASSIP Empirical Finance Camp. Part 9 of 9
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
lab2-p1.mp4,[MEF W2.L P1] Fama–MacBeth on CRSP: The Question,Week 2 — OLS & Inference,"Fama–MacBeth on CRSP: The Question — ASSIP Empirical Finance Camp. Part 1 of 8
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
lab2-p2.mp4,[MEF W2.L P2] The CAPM as an Estimable Claim,Week 2 — OLS & Inference,"The CAPM as an Estimable Claim — ASSIP Empirical Finance Camp. Part 2 of 8
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
lab2-p3.mp4,[MEF W2.L P3] The Two Passes and the FM Standard Error,Week 2 — OLS & Inference,"The Two Passes and the FM Standard Error — ASSIP Empirical Finance Camp. Part 3 of 8
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
lab2-p4.mp4,[MEF W2.L P4] Why It Works: Clustering by Time,Week 2 — OLS & Inference,"Why It Works: Clustering by Time — ASSIP Empirical Finance Camp. Part 4 of 8
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
lab2-p5.mp4,[MEF W2.L P5] Two Data Paths and the Synthetic Build,Week 2 — OLS & Inference,"Two Data Paths and the Synthetic Build — ASSIP Empirical Finance Camp. Part 5 of 8
Prof. Lei Gao, George Mason University. A research-grade empirical-finance lesson for advanced high-school students."
